ABC_tran	1744	37248	12	0.00377429156045	0.0130464005366	0.000150587831701	0.0117553802708
MFS_1	1526	25727	5	0.00330250782057	0.0090110821241	6.28180713423e-05	0.00821628574867
Response_reg	1078	18926	0	0.00233297059368	0.0066289798306	1.25385371941e-07	0.00603084438303
HTH_1	1067	18179	1	0.00230916499212	0.0063673373643	1.2663922566e-05	0.00580232119981
LysR_substrate	932	18159	1	0.0020170053367	0.00636033221126	1.2663922566e-05	0.00575559152514
HATPase_c	1003	15736	79	0.00217065967399	0.00551165791966	0.000990669823703	0.00504650639727
BPD_transp_1	792	15440	1	0.00171402495329	0.00540798165457	1.2663922566e-05	0.00489365513884
adh_short	967	14831	17	0.00209275043255	0.0051946747443	0.000213280517671	0.00476281204976
adh_short_C2	954	14524	17	0.0020646165398	0.00508714564503	0.000213280517671	0.00466633788271
rve	2898	11373	80	0.00627171557794	0.00398348378254	0.0010032083609	0.00430244938383
HTH_18	937	9669	1	0.00202782606468	0.00338664474297	1.2663922566e-05	0.00319751868925
rve_3	1694	9513	11	0.00366608428066	0.0033320045492	0.000138049294507	0.00337870923425
HisKA	764	9293	0	0.00165342887661	0.00325494786569	1.25385371941e-07	0.00303200519639
Aminotran_1_2	526	8983	2	0.00113836222482	0.00314636799347	2.52024597601e-05	0.0028667931853
Pyr_redox_2	1050	8866	3	0.002272374517	0.00310538784814	3.77409969541e-05	0.00298949626653
KR	801	8839	3	0.00173350226365	0.00309593089153	3.77409969541e-05	0.00290628729744
Acetyltransf_1	1028	8695	39	0.00222476331389	0.0030454937896	0.000489128335941	0.00293131028452
TetR_N	1071	8493	3	0.00231782157451	0.00297474174382	3.77409969541e-05	0.00288337468276
Methyltransf_25	637	8322	41	0.00137858238595	0.00291484768528	0.000514205410329	0.00270097821067
GntR	732	8291	1	0.00158417621755	0.00290398969805	1.2663922566e-05	0.00272027304408
AMP-binding	542	8093	0	0.00117298855435	0.00283463868289	1.25385371941e-07	0.00260329811652
Trans_reg_C	810	7705	2	0.00175297957401	0.00269873871379	2.52024597601e-05	0.00256712030388
Radical_SAM	452	7671	42	0.000978215450736	0.00268682995361	0.000526743947523	0.00244893944923
Sugar_tr	615	7412	1	0.00133097118284	0.00259611322165	1.2663922566e-05	0.00241999719911
Abhydrolase_1	819	7307	36	0.00177245688438	0.00255933616816	0.000451512724358	0.00244984389455
